TransactionID,CustomerID,TransactionDate,Amount,Merchant,MerchantCategory,Location,Channel,IsFraud
TXN107551,CUST00434,2025-01-18T07:11:00,12.97,walmart,Retail,phoenix,POS,0
TXN102406,CUST01170,2025-06-07 10:14:00,89.29,starbucks,Food,London,POS,0
TXN108897,CUST00779,24-05-2025 02:24:00,68.27,Amazon,Retail,  Delhi  ,POS,0
TXN104090,CUST01040,22-09-2025 18:39:00,9.7,AppleStore,Electronics,NEW YORK,Mobile App,0
TXN107337,CUST00035,2025-04-01T09:30:00,89.47,target,Retail,Houston,ATM,0
TXN105602,CUST01135,12-07-2025 20:03:00,31.53,Walmart,Retail,Singapore,Online,0
TXN108152,CUST00681,2025-09-24T08:07:00,62.32,PAYPAL TRANSFER,Transfer,Chicago,Mobile App,0
TXN104742,CUST00175,2025-02-09T22:33:00,57.75,  Starbucks  ,Food,Singapore,Mobile App,0
TXN106014,CUST00994,2025-06-06 11:59:00,85.23,TARGET,Retail,New York,Mobile App,0
TXN104641,CUST00627,2025-09-09 14:12:00,163.73,  Uber  ,Travel,SINGAPORE,ATM,0
TXN104437,CUST00658,09/14/2025 14:05,23.32,NETFLIX,Subscription,CHICAGO,POS,0
TXN108097,CUST00426,2025-02-09 15:32:00,56.99,NETFLIX,Subscription,HOUSTON,ATM,0
TXN107530,CUST00290,03/25/2025 06:57,119.62,ATM Withdrawal,Cash,Chicago,ATM,0
TXN100279,CUST00168,07/05/2025 02:58,66.5,starbucks,Food,NEW YORK,Online,0
TXN102515,CUST01171,2025-08-04 21:02:00,87.05,amazon,Retail,New York,Mobile App,0
TXN100955,CUST00299,2025-05-15T07:39:00,80.6,AMAZON,Retail,Houston,ATM,0
TXN101662,CUST00899,2025-01-31T09:51:00,8.71,Starbucks,Food,New York,ATM,0
TXN104587,CUST00723,03/09/2025 12:40,15.19,BESTBUY,Electronics,Mumbai,ATM,0
TXN100620,CUST00041,2025-06-29T21:38:00,86.21,Uber,Travel,  Singapore  ,Online,0
TXN100959,CUST00011,2025-07-15 09:25:00,77.31,TARGET,Retail,Chicago,POS,0
TXN100419,CUST00573,2025-08-03 06:41:00,35.77,UBER,Travel,london,Online,0
TXN106788,CUST00414,05/01/2025 05:17,59.71,amazon,Retail,Delhi,POS,0
TXN103833,CUST00816,06/24/2025 05:25,11.84,Delta Airlines,Travel,CHICAGO,Online,0
TXN108140,CUST00435,2025-05-09T05:53:00,169.33,Delta Airlines,Travel,  New York  ,Online,0
TXN108808,CUST00138,04/11/2025 17:35,166.79,COSTCO,Retail,  London  ,POS,0
TXN107053,CUST01029,2025-02-05 01:03:00,53.72,Amazon,Retail,Bengaluru,Mobile App,0
TXN101805,CUST00239,2025-02-03 10:15:00,20.81,netflix,Subscription,houston,Mobile App,0
TXN100730,CUST01009,04/30/2025 22:18,75.86,eBay,Retail,  New York  ,POS,0
TXN100511,CUST01174,2025-09-13 14:20:00,150.61,Starbucks,Food,Delhi,POS,0
TXN101207,CUST00108,2025-09-21 20:21:00,32.17,Amazon,Retail,chicago,Mobile App,0
TXN103938,CUST00504,08/09/2025 03:47,101.33,Amazon,Retail,LOS ANGELES,ATM,0
TXN105154,CUST01176,17-01-2025 17:38:00,34.11,  AppleStore  ,Electronics,Houston,POS,0
TXN103688,CUST00160,14-09-2025 18:37:00,80.24,AMAZON,Retail,Bengaluru,POS,0
TXN103589,CUST00141,2025-07-20T12:11:00,21.67,BESTBUY,Electronics,HOUSTON,Online,0
TXN103658,CUST00157,2025-09-16 13:01:00,13.08,Shell Gas,Fuel,MUMBAI,Mobile App,0
TXN101443,CUST00991,05/01/2025 17:16,4.93,atm withdrawal,Cash,  Delhi  ,POS,0
TXN100348,CUST00886,2025-04-12T14:37:00,33.61,Uber,Travel,NEW YORK,Online,0
TXN101944,CUST00240,11-07-2025 17:59:00,32.39,BESTBUY,Electronics,Mumbai,Online,0
TXN104413,CUST00794,2025-08-17T12:05:00,78.78,AMAZON,Retail,  Mumbai  ,Mobile App,0
TXN105384,CUST01189,2025-01-20T18:20:00,99.77,COSTCO,Retail,singapore,ATM,0
TXN102498,CUST00711,05/13/2025 14:40,63.96,ATM WITHDRAWAL,Cash,Bengaluru,POS,0
TXN103505,CUST00312,2025-09-11T12:18:00,46.74,UBER,Travel,HOUSTON,ATM,0
TXN108340,CUST01067,2025-04-15T08:31:00,6.95,Target,Retail,SINGAPORE,Mobile App,0
TXN107894,CUST00346,2025-05-14 05:03:00,31.7,netflix,Subscription,bengaluru,POS,0
TXN101293,CUST00157,03/02/2025 11:59,92.04,applestore,Electronics,los angeles,POS,0
TXN104618,CUST00624,2025-02-03T10:45:00,40.5,Amazon,Retail,london,POS,0
TXN105368,CUST00708,2025-03-05T18:29:00,143.83,Amazon,Retail,bengaluru,POS,0
TXN106142,CUST00197,06/28/2025 18:29,84.29,AppleStore,Electronics,  Delhi  ,Online,0
TXN107506,CUST01161,2025-07-07 07:25:00,96.95,Amazon,Retail,new york,Mobile App,0
TXN100101,CUST00492,2025-02-08 05:00:00,123.11,WALMART,Retail,Singapore,Mobile App,0
TXN103974,CUST00690,2025-07-26 13:02:00,132.07,Amazon,Retail,LOS ANGELES,Online,0
TXN100392,CUST00342,2025-05-18T23:56:00,84.97,  Uber  ,Travel,New York,ATM,0
TXN107481,CUST00572,05/25/2025 22:05,66.29,Starbucks,Food,Chicago,Mobile App,0
TXN104645,CUST00870,05/17/2025 23:33,,STARBUCKS,Food,Delhi,Online,0
TXN105165,CUST00917,2025-04-03T12:48:00,127.06,Netflix,Subscription,London,Online,0
TXN108160,CUST00683,09/13/2025 19:46,84.5,Shell Gas,Fuel,Mumbai,POS,0
TXN105006,CUST00510,04/26/2025 07:54,30.26,  BestBuy  ,Electronics,new york,Mobile App,0
TXN105395,CUST00156,2025-09-04T02:44:00,19.39,uber,Travel,Singapore,POS,0
TXN106883,CUST00707,2025-09-09 09:26:00,51.99,AppleStore,Electronics,LOS ANGELES,POS,0
TXN101958,CUST01098,2025-01-25 08:37:00,15.84,NETFLIX,Subscription,London,Mobile App,0
TXN105542,CUST00748,02/14/2025 15:51,11.7,Shell Gas,Fuel,BENGALURU,Online,0
TXN104014,CUST00795,2025-02-17 08:44:00,290.42,shell gas,Fuel,houston,ATM,0
TXN104066,CUST00874,30-08-2025 23:43:00,170.11,applestore,Electronics,Houston,Online,0
TXN107449,CUST01128,2025-02-14 22:01:00,82.14,SHELL GAS,Fuel,bengaluru,Mobile App,0
TXN105408,CUST00915,2025-08-07 12:12:00,77.76,SHELL GAS,Fuel,PHOENIX,Mobile App,0
TXN106960,CUST00656,12-06-2025 09:01:00,54.62,Uber,Travel,  Chicago  ,POS,0
TXN107674,CUST00549,2025-04-04 03:04:00,36.92,Starbucks,Food,PHOENIX,ATM,0
TXN101274,CUST00094,2025-05-30T01:40:00,45.61,Shell Gas,Fuel,phoenix,Online,0
TXN103042,CUST00352,05/30/2025 05:01,44.68,UBER,Travel,SINGAPORE,Online,0
TXN100181,CUST00648,2025-02-04 15:28:00,116.47,Walmart,Retail,Phoenix,POS,0
TXN108049,CUST00149,04/30/2025 22:17,18.55,UBER,Travel,delhi,Mobile App,0
TXN106181,CUST00592,04/20/2025 06:16,39.65,BestBuy,Electronics,New York,ATM,0
TXN107846,CUST00389,08/21/2025 21:55,165.78,AppleStore,Electronics,chicago,Mobile App,0
TXN103345,CUST00757,24-06-2025 13:28:00,122.22,Amazon,Retail,Mumbai,Online,0
TXN102348,CUST00916,2025-08-08T19:16:00,20.8,UBER,Travel,Houston,POS,0
TXN107653,CUST01146,27-01-2025 22:30:00,30.81,uber,Travel,houston,POS,0
TXN102342,CUST00185,2025-08-05 16:02:00,77.47,starbucks,Food,london,POS,0
TXN104804,CUST00219,2025-03-09 04:59:00,106.06,Shell Gas,Fuel,  New York  ,Online,0
TXN101282,CUST00372,2025-04-01 06:36:00,13.68,Starbucks,Food,Chicago,ATM,0
TXN107289,CUST00960,2025-08-24 02:34:00,135.95,  Starbucks  ,Food,Singapore,Online,0
TXN104064,CUST00936,2025-04-15 18:07:00,26.71,bestbuy,Electronics,Singapore,Online,0
TXN107249,CUST00992,2025-07-17 02:18:00,56.03,AMAZON,Retail,Phoenix,POS,0
TXN105128,CUST01177,2025-07-24T23:05:00,31.91,amazon,Retail,BENGALURU,Mobile App,0
TXN102844,CUST00038,2025-07-12T07:50:00,90.77,Shell Gas,Fuel,  Mumbai  ,Mobile App,0
TXN103234,CUST00733,2025-02-17 16:30:00,153.7,AMAZON,Retail,Houston,ATM,0
TXN102008,CUST01133,2025-02-10T16:59:00,22.99,Amazon,Retail,CHICAGO,ATM,0
TXN107644,CUST01143,03/25/2025 06:41,260.96,walmart,Retail,Phoenix,ATM,0
TXN108798,CUST00744,23-06-2025 01:33:00,2498.98,UBER,Travel,Phoenix,ATM,1
TXN103454,CUST00311,2025-06-24T06:10:00,10.17,ebay,Retail,delhi,Online,0
TXN107835,CUST00008,01-06-2025 05:22:00,39.93,Walmart,Retail,los angeles,Online,0
TXN104519,CUST00022,2025-09-22T11:29:00,13.06,Target,Retail,BENGALURU,ATM,0
TXN108143,CUST00856,2025-06-09 20:19:00,25.11,Delta Airlines,Travel,New York,ATM,0
TXN107371,CUST00794,10-03-2025 08:24:00,36.57,BestBuy,Electronics,BENGALURU,ATM,0
TXN106037,CUST00446,08/11/2025 06:05,40.38,Marriott Hotels,Travel,HOUSTON,POS,0
TXN108693,CUST00157,2025-02-09T03:33:00,113.99,ebay,Retail,singapore,Online,0
TXN107605,CUST01128,25-04-2025 10:02:00,2.82,Target,Retail,singapore,Mobile App,0
TXN102209,CUST00292,2025-08-11 10:01:00,31.43,PayPal Transfer,Transfer,Chicago,Mobile App,0
TXN104267,CUST00050,06/09/2025 16:55,73.82,ATM WITHDRAWAL,Cash,Houston,Mobile App,0
TXN108839,CUST00053,2025-06-24 20:30:00,11.93,Shell Gas,Fuel,los angeles,Online,0
TXN105221,CUST00731,02/03/2025 05:36,67.16,Target,Retail,London,Online,0
TXN106602,CUST01102,09/09/2025 12:47,38.53,shell gas,Fuel,NEW YORK,Mobile App,0
TXN103156,CUST01014,2025-09-26T04:56:00,26.2,Netflix,Subscription,Delhi,ATM,0
TXN106261,CUST00262,2025-07-14T04:17:00,93.33,eBay,Retail,Phoenix,ATM,0
TXN101238,CUST00919,2025-09-26T07:11:00,38.44,atm withdrawal,Cash,,ATM,0
TXN101364,CUST00534,05/21/2025 02:59,36.12,Netflix,Subscription,NEW YORK,POS,0
TXN106942,CUST00788,2025-08-09 19:11:00,62.25,paypal transfer,Transfer,Houston,Online,0
TXN105631,CUST00101,05/31/2025 01:01,79.47,amazon,Retail,mumbai,ATM,0
TXN102973,CUST00550,2025-04-15 14:21:00,29.89,applestore,Electronics,Los Angeles,Online,0
TXN100426,CUST01154,2025-09-10 17:19:00,41.14,atm withdrawal,Cash,NEW YORK,POS,0
TXN104255,CUST00941,2025-02-08T12:48:00,135.39,walmart,Retail,Los Angeles,Mobile App,0
TXN103314,CUST00906,15-06-2025 20:17:00,32.11,UBER,Travel,SINGAPORE,Online,0
TXN105893,CUST00133,05/12/2025 15:52,30.56,PayPal Transfer,Transfer,Bengaluru,POS,0
TXN107007,CUST00406,03/11/2025 01:13,86.82,  Netflix  ,Subscription,NEW YORK,Mobile App,0
TXN104450,CUST00432,24-03-2025 05:11:00,42.82,WALMART,Retail,Singapore,ATM,0
TXN101224,CUST00889,2025-05-07 02:17:00,209.99,Uber,Travel,  Los Angeles  ,Mobile App,0
TXN103723,CUST00172,2025-09-13T11:59:00,48.85,AppleStore,Electronics,Chicago,Mobile App,0
TXN103184,CUST00855,2025-07-25 04:00:00,72.36,AMAZON,Retail,Bengaluru,ATM,0
TXN106337,CUST01030,2025-05-24T13:10:00,35.23,  Walmart  ,Retail,  Chicago  ,Online,0
TXN108381,CUST00521,09/21/2025 18:23,102.03,SHELL GAS,Fuel,Bengaluru,Online,0
TXN102666,CUST00727,2025-06-12 23:56:00,176.99,Walmart,Retail,Los Angeles,Mobile App,0
TXN106603,CUST00295,04/06/2025 03:53,67.71,  Target  ,Retail,  Delhi  ,ATM,0
TXN101831,CUST00348,2025-06-14 11:02:00,45.64,Delta Airlines,Travel,Los Angeles,Online,0
TXN107690,CUST00275,2025-04-13T14:40:00,250.51,SHELL GAS,Fuel,New York,POS,0
TXN106715,CUST01146,2025-02-15T06:02:00,24.71,WALMART,Retail,New York,Mobile App,0
TXN100262,CUST00087,10-02-2025 11:59:00,121.0,Target,Retail,PHOENIX,Mobile App,0
TXN106874,CUST00391,09/06/2025 11:28,83.06,bestbuy,Electronics,HOUSTON,Online,0
TXN106348,CUST00977,04/04/2025 23:44,72.37,Amazon,Retail,New York,POS,0
TXN107486,CUST00321,2025-06-27 10:49:00,67.25,shell gas,Fuel,delhi,Mobile App,0
TXN100028,CUST00865,2025-08-25 07:55:00,13.78,WALMART,Retail,  Delhi  ,POS,0
TXN100241,CUST00548,2025-03-14 03:03:00,53.7,Starbucks,Food,mumbai,Mobile App,0
TXN101967,CUST01142,02/04/2025 21:11,127.64,Target,Retail,Los Angeles,POS,0
TXN104214,CUST00943,2025-07-20T10:24:00,177.51,TARGET,Retail,phoenix,ATM,0
TXN104211,CUST00313,2025-06-22T09:58:00,33.05,bestbuy,Electronics,Singapore,Online,0
TXN108129,CUST00327,2025-06-10T03:28:00,112.6,BestBuy,Electronics,  Bengaluru  ,Mobile App,0
TXN107803,CUST00834,2025-01-03 12:27:00,178.65,  Walmart  ,Retail,delhi,ATM,0
TXN101345,CUST00921,2025-02-19T01:13:00,,AppleStore,Electronics,Houston,Mobile App,0
TXN104490,CUST01062,2025-07-18 12:39:00,47.04,Uber,Travel,Singapore,ATM,0
TXN104441,CUST00250,2025-07-18T02:17:00,39.67,Amazon,Retail,Bengaluru,Online,0
TXN105432,CUST01033,16-03-2025 22:50:00,11.97,  Netflix  ,Subscription,Houston,Mobile App,0
TXN100700,CUST00633,2025-09-26 04:27:00,195.71,Netflix,Subscription,chicago,Online,0
TXN108112,CUST00350,04/02/2025 21:19,38.0,PayPal Transfer,Transfer,Mumbai,Mobile App,0
TXN105254,CUST00747,07/19/2025 10:36,58.18,ebay,Retail,DELHI,Online,0
TXN106938,CUST00384,05/28/2025 10:22,46.64,paypal transfer,Transfer,new york,ATM,0
TXN106268,CUST00541,2025-03-10T01:43:00,27.95,Costco,Retail,HOUSTON,POS,0
TXN100163,CUST00460,06/29/2025 17:23,39.42,Costco,Retail,Phoenix,Online,0
TXN101811,CUST01081,2025-04-07 02:19:00,34.69,Costco,Retail,Singapore,Online,0
TXN104012,CUST00560,19-03-2025 06:50:00,211.71,starbucks,Food,,ATM,0
TXN108133,CUST00208,04/01/2025 16:32,90.48,TARGET,Retail,London,ATM,0
TXN103764,CUST00820,2025-09-06 03:59:00,32.1,atm withdrawal,Cash,Phoenix,ATM,0
TXN101251,CUST00225,2025-01-11 04:09:00,33.13,ATM Withdrawal,Cash,NEW YORK,Online,0
TXN102029,CUST00050,06/21/2025 19:29,62.44,STARBUCKS,Food,Bengaluru,ATM,0
TXN104411,CUST00092,05/27/2025 15:08,65.75,amazon,Retail,MUMBAI,POS,0
TXN106095,CUST00818,09/05/2025 12:31,57.81,starbucks,Food,SINGAPORE,Online,0
TXN107398,CUST01118,2025-05-19 06:05:00,20.7,walmart,Retail,LOS ANGELES,Online,0
TXN102152,CUST01006,2025-02-09 04:11:00,179.33,  Starbucks  ,Food,phoenix,POS,0
TXN101062,CUST00733,2025-06-05 22:14:00,152.29,Walmart,Retail,DELHI,ATM,0
TXN105435,CUST01031,21-06-2025 00:50:00,32.83,  eBay  ,Retail,New York,ATM,0
TXN107175,CUST00151,2025-09-19 06:52:00,21.88,  BestBuy  ,Electronics,phoenix,ATM,0
TXN102320,CUST00231,2025-02-23 04:58:00,70.56,  Uber  ,Travel,Los Angeles,POS,0
TXN103028,CUST00042,05/01/2025 11:26,44.73,  Target  ,Retail,  Mumbai  ,POS,0
TXN108400,CUST00455,2025-04-19T02:44:00,48.1,WALMART,Retail,los angeles,POS,0
TXN103018,CUST00546,01/07/2025 00:38,64.79,amazon,Retail,London,ATM,0
TXN101507,CUST00500,2025-07-05 07:29:00,17.37,BESTBUY,Electronics,Los Angeles,Online,0
TXN103643,CUST00005,01-04-2025 16:47:00,39.95,Uber,Travel,MUMBAI,Online,0
TXN106839,CUST00566,2025-01-11 04:29:00,93.04,target,Retail,NEW YORK,POS,0
TXN107298,CUST00406,2025-04-20T00:28:00,95.24,AppleStore,Electronics,mumbai,POS,0
TXN100365,CUST00568,03/06/2025 22:55,214.98,Costco,Retail,CHICAGO,ATM,0
TXN100703,CUST00385,2025-04-05T00:48:00,70.67,amazon,Retail,  Singapore  ,ATM,0
TXN100295,CUST00706,2025-07-15T16:20:00,237.64,atm withdrawal,Cash,,Online,0
TXN101674,CUST00992,2025-01-08T21:04:00,149.84,paypal transfer,Transfer,phoenix,Online,0
TXN103782,CUST00950,2025-01-27 21:03:00,119.87,starbucks,Food,Bengaluru,ATM,0
TXN105750,CUST00119,08-01-2025 04:31:00,49.78,TARGET,Retail,SINGAPORE,POS,0
TXN104437,CUST00658,2025-09-14T14:05:00,23.32,NETFLIX,Subscription,  Chicago  ,POS,0
TXN103302,CUST00327,2025-08-15 08:59:00,68.8,Target,Retail,mumbai,ATM,0
TXN108508,CUST00355,2025-04-23T23:16:00,199.2,  Starbucks  ,Food,  Delhi  ,POS,0
TXN101077,CUST00209,2025-01-27T09:54:00,104.19,NETFLIX,Subscription,los angeles,Mobile App,0
TXN100631,CUST00936,11-08-2025 16:40:00,141.6,APPLESTORE,Electronics,Phoenix,ATM,0
TXN101563,CUST00216,2025-02-09 12:08:00,213.14,Uber,Travel,Chicago,POS,0
TXN108747,CUST00499,01/07/2025 03:57,11.58,starbucks,Food,Mumbai,Online,0
TXN100311,CUST00025,2025-05-21 17:18:00,95.18,amazon,Retail,MUMBAI,Online,0
TXN105157,CUST00359,02/04/2025 03:05,,uber,Travel,  Singapore  ,POS,0
TXN107124,CUST00931,2025-01-02T13:58:00,131.32,amazon,Retail,Chicago,Mobile App,0
TXN104961,CUST00817,2025-01-08T00:44:00,3567.69,PayPal Transfer,Transfer,singapore,POS,1
TXN104892,CUST00155,2025-05-21 11:46:00,73.91,shell gas,Fuel,,ATM,0
TXN105731,CUST00994,04/11/2025 13:53,100.01,shell gas,Fuel,  Phoenix  ,POS,0
TXN100967,CUST00716,05/26/2025 05:53,136.93,  Amazon  ,Retail,LONDON,ATM,0
TXN108961,CUST01017,04/28/2025 14:13,45.26,COSTCO,Retail,Chicago,Mobile App,0
TXN106719,CUST01121,2025-03-19 03:40:00,110.3,Delta Airlines,Travel,Chicago,POS,0
TXN108710,CUST00147,03-07-2025 18:24:00,60.59,paypal transfer,Transfer,  Los Angeles  ,ATM,0
TXN101834,CUST00579,07/18/2025 14:58,55.02,  Netflix  ,Subscription,Delhi,ATM,0
TXN103916,CUST00665,2025-04-14T04:38:00,15.11,AMAZON,Retail,Singapore,POS,0
TXN104111,CUST00869,2025-06-18 01:37:00,45.98,ebay,Retail,Bengaluru,ATM,0
TXN103416,CUST00753,01/12/2025 09:26,26.1,Costco,Retail,  Bengaluru  ,POS,0
TXN100422,CUST00061,2025-05-24 01:51:00,27.9,PAYPAL TRANSFER,Transfer,London,ATM,0
TXN107069,CUST00228,07/29/2025 12:05,130.78,APPLESTORE,Electronics,Singapore,ATM,0
TXN108905,CUST01051,2025-03-23T15:47:00,57.95,WALMART,Retail,  Chicago  ,POS,0
TXN106803,CUST00549,2025-07-13 13:18:00,92.13,Amazon,Retail,BENGALURU,Online,0
TXN106697,CUST01030,2025-03-07T19:16:00,96.13,  eBay  ,Retail,houston,POS,0
TXN104838,CUST00177,2025-08-12T14:41:00,130.46,Amazon,Retail,MUMBAI,ATM,0
TXN108198,CUST00918,2025-09-09T06:09:00,141.24,netflix,Subscription,CHICAGO,ATM,0
TXN103705,CUST01080,07/06/2025 20:10,22.92,  eBay  ,Retail,  Delhi  ,ATM,0
TXN103743,CUST01011,11-05-2025 16:48:00,39.17,amazon,Retail,London,Mobile App,0
TXN101474,CUST00237,2025-07-08 11:12:00,38.14,UBER,Travel,NEW YORK,Online,0
TXN106808,CUST00955,2025-01-29T09:31:00,7.79,costco,Retail,Phoenix,Online,0
TXN104431,CUST00262,03-06-2025 16:33:00,152.93,Uber,Travel,  Chicago  ,Online,0
TXN100718,CUST00297,2025-01-27T13:19:00,96.49,WALMART,Retail,Delhi,ATM,0
TXN108356,CUST00499,04/22/2025 01:37,30.56,atm withdrawal,Cash,singapore,Mobile App,0
TXN103133,CUST01085,2025-05-25 10:25:00,11.29,walmart,Retail,chicago,Online,0
TXN107266,CUST00942,2025-01-13T12:09:00,64.16,target,Retail,MUMBAI,POS,0
TXN106087,CUST00041,25-04-2025 09:33:00,79.0,Walmart,Retail,Bengaluru,POS,0
TXN103268,CUST00539,06/02/2025 19:02,75.65,eBay,Retail,London,ATM,0
TXN104917,CUST00905,2025-09-14T07:20:00,30.78,uber,Travel,London,POS,0
TXN108515,CUST00944,05/24/2025 12:42,56.61,Uber,Travel,MUMBAI,Mobile App,0
TXN107757,CUST00456,2025-07-18 18:04:00,158.28,Shell Gas,Fuel,  Phoenix  ,Mobile App,0
TXN103360,CUST00262,2025-01-09 02:01:00,31.04,PayPal Transfer,Transfer,los angeles,ATM,0
TXN106674,CUST00510,23-06-2025 03:12:00,83.03,delta airlines,Travel,London,Mobile App,0
TXN108889,CUST00843,2025-06-21 09:47:00,56.38,Marriott Hotels,Travel,london,ATM,0
TXN106009,CUST01153,01/19/2025 11:11,82.85,eBay,Retail,houston,POS,0
TXN103839,CUST00167,2025-02-15 04:58:00,19.9,BestBuy,Electronics,houston,POS,0
TXN104718,CUST00334,06/20/2025 10:06,14.32,PAYPAL TRANSFER,Transfer,Houston,POS,0
TXN102027,CUST00982,06/19/2025 06:19,70.5,Amazon,Retail,chicago,POS,0
TXN100805,CUST00749,2025-06-24 02:53:00,19.62,Shell Gas,Fuel,  Phoenix  ,Online,0
TXN104446,CUST00604,12-09-2025 11:47:00,54.1,BestBuy,Electronics,BENGALURU,Mobile App,0
TXN106034,CUST00542,2025-09-18 21:39:00,35.48,PAYPAL TRANSFER,Transfer,chicago,ATM,0
TXN104763,CUST00963,09-01-2025 03:32:00,21.19,Amazon,Retail,new york,Online,0
TXN100125,CUST01093,2025-06-12 20:45:00,75.56,Uber,Travel,DELHI,POS,0
TXN107023,CUST00687,14-06-2025 12:48:00,96.67,bestbuy,Electronics,phoenix,Online,0
TXN108849,CUST01055,09/21/2025 23:58,4331.09,ebay,Retail,Delhi,ATM,1
TXN105533,CUST01190,01/10/2025 03:03,121.01,UBER,Travel,MUMBAI,POS,0
TXN102146,CUST01120,06/14/2025 14:10,59.89,  Amazon  ,Retail,BENGALURU,POS,0
TXN105562,CUST00296,03/16/2025 04:14,53.39,Target,Retail,NEW YORK,Mobile App,0
TXN101022,CUST00123,2025-05-13T20:32:00,60.25,COSTCO,Retail,  New York  ,POS,0
TXN100890,CUST00186,23-05-2025 18:22:00,233.65,walmart,Retail,LONDON,Online,0
TXN103005,CUST00185,2025-08-06 21:09:00,39.76,uber,Travel,Los Angeles,Online,0
TXN105516,CUST00725,2025-08-05T16:25:00,51.82,Walmart,Retail,BENGALURU,POS,0
TXN101960,CUST00225,02/09/2025 06:30,55.58,NETFLIX,Subscription,NEW YORK,Mobile App,0
TXN103717,CUST00835,2025-06-05T21:49:00,169.43,UBER,Travel,,Mobile App,0
TXN105921,CUST00655,2025-06-13T04:43:00,67.96,  PayPal Transfer  ,Transfer,HOUSTON,Online,0
TXN102289,CUST00429,02/05/2025 16:13,43.45,ATM WITHDRAWAL,Cash,chicago,POS,0
TXN105003,CUST00868,2025-06-07T12:18:00,68.62,WALMART,Retail,PHOENIX,Online,0
TXN105720,CUST00363,05/10/2025 19:28,56.15,uber,Travel,Chicago,ATM,0
TXN102998,CUST00978,2025-01-21 00:45:00,129.86,COSTCO,Retail,LOS ANGELES,POS,0
TXN100265,CUST00968,2025-03-12T00:35:00,21.23,Amazon,Retail,Chicago,Mobile App,0
TXN104875,CUST00127,09/03/2025 04:19,48.79,  Uber  ,Travel,Mumbai,Online,0
TXN101943,CUST00522,2025-03-26 23:14:00,89.43,PayPal Transfer,Transfer,Bengaluru,Mobile App,0
TXN106057,CUST00263,17-08-2025 09:32:00,244.01,Target,Retail,CHICAGO,Online,0
TXN106583,CUST00452,08/17/2025 14:18,45.78,Target,Retail,  Delhi  ,ATM,0
TXN107651,CUST00905,2025-01-06T13:50:00,65.68,Walmart,Retail,Houston,POS,0
TXN106430,CUST00904,2025-07-13T20:41:00,73.36,paypal transfer,Transfer,NEW YORK,ATM,0
TXN100248,CUST00244,2025-02-19 12:23:00,66.35,amazon,Retail,Bengaluru,ATM,0
TXN104340,CUST00757,02-07-2025 09:19:00,71.28,costco,Retail,,POS,0
TXN107166,CUST00102,03/22/2025 22:23,142.43,ATM Withdrawal,Cash,Chicago,Mobile App,0
TXN107716,CUST00223,2025-05-31 14:38:00,112.37,netflix,Subscription,phoenix,Mobile App,0
TXN103988,CUST00639,15-09-2025 23:26:00,2686.91,Starbucks,Food,phoenix,POS,1
TXN104676,CUST01167,09/08/2025 02:48,168.39,TARGET,Retail,phoenix,Online,0
TXN100173,CUST00148,22-01-2025 13:01:00,141.03,UBER,Travel,LOS ANGELES,ATM,0
TXN107655,CUST01045,2025-04-18T23:20:00,19.88,COSTCO,Retail,houston,ATM,0
TXN106264,CUST00737,31-08-2025 22:31:00,108.0,eBay,Retail,PHOENIX,Mobile App,0
TXN105694,CUST01053,10-01-2025 09:01:00,28.21,Amazon,Retail,New York,Mobile App,0
TXN105595,CUST00147,03/18/2025 02:15,73.32,AMAZON,Retail,los angeles,POS,0
TXN104239,CUST00316,28-07-2025 00:05:00,105.61,  BestBuy  ,Electronics,singapore,POS,0
TXN100800,CUST00212,2025-02-06T18:46:00,58.4,Amazon,Retail,DELHI,POS,0
TXN103014,CUST00548,09/12/2025 05:14,199.12,Amazon,Retail,MUMBAI,ATM,0
TXN103239,CUST00923,28-01-2025 04:14:00,36.74,APPLESTORE,Electronics,PHOENIX,ATM,0
TXN108146,CUST01151,2025-02-04 19:14:00,106.9,  Starbucks  ,Food,CHICAGO,POS,0
TXN107158,CUST00874,2025-06-15T01:16:00,123.25,AppleStore,Electronics,CHICAGO,Mobile App,0
TXN102702,CUST00466,2025-04-16T16:39:00,25.43,WALMART,Retail,HOUSTON,Online,0
TXN104164,CUST00182,23-08-2025 09:38:00,235.65,ebay,Retail,  Bengaluru  ,ATM,0
TXN106363,CUST00823,2025-08-16 09:28:00,216.55,Target,Retail,New York,Mobile App,0
TXN102995,CUST01167,2025-01-06T00:38:00,22.43,  Shell Gas  ,Fuel,Mumbai,Mobile App,0
TXN105159,CUST00130,06/10/2025 18:28,63.74,EBAY,Retail,singapore,POS,0
TXN107341,CUST00660,18-07-2025 17:26:00,138.48,Target,Retail,Delhi,Online,0
TXN106240,CUST00931,2025-02-02T13:36:00,226.45,Amazon,Retail,CHICAGO,Online,0
TXN100178,CUST01087,28-06-2025 11:46:00,32.71,STARBUCKS,Food,chicago,Online,0
TXN108417,CUST00565,2025-04-14 10:42:00,62.81,AppleStore,Electronics,Phoenix,ATM,0
TXN107509,CUST00563,2025-02-03 21:52:00,43.81,marriott hotels,Travel,BENGALURU,POS,0
TXN104690,CUST01189,03/28/2025 13:20,191.35,Amazon,Retail,los angeles,Online,0
TXN106825,CUST01081,02/21/2025 19:39,126.7,Amazon,Retail,London,POS,0
TXN100843,CUST00688,2025-01-29T16:58:00,129.17,  Delta Airlines  ,Travel,New York,POS,0
